quantity_raw_numeric,arrival_quantity_qtl,unit_clean,arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,crop_name_raw,data_quality_flag
392.96,392.96,QTL,ARR0012551,2026-04-20,MANDI044,Sugarcane,Hybrid,392.96,Q,94.0,Ganne,OK
466.5,466.5,QTL,ARR0021230,2026-09-04,MANDI034,Sugarcane,,46650.0,Kgs,90.0,sugarcane,OK
383.71,383.71,QTL,ARR0006584,2026-06-30,MANDI038,Sugarcane,,383.71,Quintals,61.0,sugarcane,OK
31.009999999999998,31.009999999999998,QTL,ARR0021631,2026-07-01,MANDI033,Sugarcane,Pusa-1121,3.101,Tonnes,94.0,गन्ना,OK
491.79,491.79,QTL,ARR0000926,2026-06-08,MANDI010,Sugarcane,HD-2967,49.179,tonnes,146.0,Sugarcane,OK
328.47,328.47,QTL,ARR0015737,2026-06-17,MANDI039,Mustard,,328.47 qtl,,,Sarso,OK
339.01,339.01,QTL,ARR0001004,2026-03-14,MANDI041,Sugarcane,,33.900999999999996,tonnes,38.0,Sugarcane,OK
347.1,347.1,QTL,ARR0008036,2026-02-03,MANDI006,Cotton,HD-2967,347.1 qtl,,31.0,Narma,OK
267.57,267.57,QTL,ARR0009641,2026-04-16,MANDI053,Maize,Pusa-1121,267.57,qtl,7.0,Maize,OK
288.79,288.79,QTL,ARR0023878,2026-02-26,MANDI055,Wheat,,288.79,qtl,59.0,Gehun,OK
368.81,368.81,QTL,ARR0020775,2026-04-27,MANDI020,Maize,Hybrid,368.81,Qtl,29.0,Makka,OK
248.64,248.64,QTL,ARR0015502,2026-03-29,MANDI031,Sugarcane,Hybrid,248.64,Quintals,111.0,Ganne,OK
110.31,110.31,QTL,ARR0016176,2026-02-21,MANDI021,Rice,Local,110.31,Q,126.0,paddy,OK
340.61,340.61,QTL,ARR0016630,2026-05-13,MANDI043,Maize,Pusa-1121,34.061,T,40.0,मक्का,OK
331.53,331.53,QTL,ARR0022495,2026-03-17,MANDI022,Sugarcane,Premium,331.53,Quintals,60.0,Sugarcane,OK
190.5,190.5,QTL,ARR0005350,2026-08-12,MANDI002,Mustard,HD-2967,190.5 qtl,,87.0,Mustard,OK
-3.6981,-3.6981,QTL,ARR0021463,2026-05-24,MANDI003,Wheat,Local,-369.81,KG,,Gehun,OK
98.0,98.0,QTL,ARR0012336,2026-08-27,MANDI054,Basmati,Local,9.8,MT,30.0,Basmati,OK
32.24,32.24,QTL,ARR0020848,2026-03-18,MANDI006,Sugarcane,Local,32.24,Qtl,134.0,Sugarcane,OK
56.54,56.54,QTL,ARR0018828,2026-02-26,MANDI048,Cotton,Premium,"5,654.0 KG",,145.0,Kapas,OK
469.92,469.92,QTL,ARR0002799,2026-05-29,MANDI017,Sugarcane,Local,46992.0,kg,,Ganne,OK
40.92,40.92,QTL,ARR0003455,2026-07-25,MANDI002,Rice,PBW-343,40.92,qtl,58.0,चावल,OK
-0.34259999999999996,-0.34259999999999996,QTL,ARR0023995,2026-06-08,MANDI039,Mustard,PBW-343,-34.26,KG,140.0,Sarso,OK
-453.65,-453.65,QTL,ARR0014734,2026-07-04,MANDI039,Wheat,Hybrid,-453.65,Qtl,32.0,Kanak,OK
300.52,300.52,QTL,ARR0024598,2026-03-29,MANDI036,Rice,HD-2967,300.52,quintal,125.0,धान,OK
214.55,214.55,QTL,ARR0010754,2026-07-10,MANDI022,Mustard,Pusa-1121,"21,455.0 KG",,55.0,mustard,OK
222.4,222.4,QTL,ARR0005596,2026-07-01,MANDI048,Maize,Pusa-1121,22240.0,Kilo,38.0,मक्का,OK
382.9,382.9,QTL,ARR0009640,2026-06-19,MANDI057,Wheat,Hybrid,"38,290.0 KG",,148.0,WHEAT,OK
52.31,52.31,QTL,ARR0002325,2026-07-12,MANDI038,Mustard,HD-2967,52.31,Quintals,,Sarson,OK
129.0,129.0,QTL,ARR0011168,2026-02-21,MANDI033,Basmati,Hybrid,129.0,quintal,140.0,Basmati,OK
93.4,93.4,QTL,ARR0008646,2026-06-15,MANDI050,Sugarcane,PBW-343,93.4,Q,8.0,Ganne,OK
10.62,10.62,QTL,ARR0013486,2026-03-20,MANDI010,Cotton,Hybrid,1062.0,KG,131.0,Kapas,OK
235.5,235.5,QTL,ARR0012563,2026-04-09,MANDI039,Rice,HD-2967,23.55,T,,Chawal,OK
389.05,389.05,QTL,ARR0005442,2026-03-16,MANDI031,Cotton,Premium,389.05,Qtl,63.0,cotton,OK
450.31,450.31,QTL,ARR0021496,2026-09-09,MANDI038,Mustard,,45.031,tonnes,115.0,सरसों,OK
362.34,362.34,QTL,ARR0022122,2026-06-10,MANDI017,Maize,Pusa-1121,36234.0,KG,127.0,Maize,OK
479.85,479.85,QTL,ARR0016116,2026-07-08,MANDI048,Maize,HD-2967,479.85,quintal,,Maize,OK
467.0,467.0,QTL,ARR0007183,2026-01-04,MANDI045,Wheat,Premium,"46,700.0 KG",,45.0,Kanak,OK
215.39,215.39,QTL,ARR0013728,2026-04-03,MANDI026,Mustard,PBW-343,"21,539.0 KG",,83.0,mustard,OK
55.46,55.46,QTL,ARR0005342,2026-04-10,MANDI038,Mustard,Local,5546.0,Kilo,82.0,Sarson,OK
393.21,393.21,QTL,ARR0003731,2026-07-16,MANDI005,Maize,,393.21,quintal,131.0,Makka,OK
244.45,244.45,QTL,ARR0009809,2026-06-03,MANDI001,Sugarcane,,244.45,Qtl,57.0,Sugarcane,OK
229.48,229.48,QTL,ARR0013567,2026-08-25,MANDI035,Maize,PBW-343,229.48 qtl,,,Makka,OK
315.62,315.62,QTL,ARR0019670,2026-01-18,MANDI038,Mustard,,31562.0,Kilo,59.0,Mustard,OK
304.2,304.2,QTL,ARR0000023,2026-04-28,MANDI029,Mustard,Local,304.2,Q,92.0,Sarson,OK
27.32,27.32,QTL,ARR0013662,2026-02-23,MANDI042,Maize,Hybrid,27.32,quintal,98.0,Maize,OK
129.52,129.52,QTL,ARR0012251,2026-01-10,MANDI021,Cotton,Pusa-1121,12.952000000000002,Tonnes,120.0,Kapas,OK
153.06,153.06,QTL,ARR0003414,2026-05-14,MANDI056,Sugarcane,Local,15306.0,KGS,,Ganna,OK
313.07,313.07,QTL,ARR0008886,2026-01-30,MANDI039,Mustard,Pusa-1121,31.307,MT,,Mustard,OK
425.75,425.75,QTL,ARR0016681,2026-01-03,MANDI010,Sugarcane,Premium,42575.0,kg,102.0,Ganna,OK
236.03000000000003,236.03000000000003,QTL,ARR0011577,2026-06-30,MANDI035,Mustard,Local,23.603,Tonnes,,mustard,OK
291.26,291.26,QTL,ARR0004503,2026-06-17,MANDI054,Mustard,HD-2967,29.125999999999998,tonnes,111.0,Sarson,OK
-2.593,-2.593,QTL,ARR0003981,2026-08-10,MANDI026,Wheat,Pusa-1121,-259.3,KG,8.0,WHEAT,OK
273.97,273.97,QTL,ARR0013087,2026-07-09,MANDI030,Rice,,273.97,Q,88.0,धान,OK
336.08,336.08,QTL,ARR0010775,2026-02-26,MANDI048,Cotton,Hybrid,33.608,T,16.0,Cotton,OK
354.68,354.68,QTL,ARR0002164,2026-04-11,MANDI009,Sugarcane,,35468.0,Kgs,,Sugarcane,OK
368.85,368.85,QTL,ARR0013736,2026-03-10,MANDI050,Sugarcane,,368.85,Qtl,,Ganne,OK
444.21,444.21,QTL,ARR0002897,2026-02-15,MANDI006,Sugarcane,Premium,444.21 qtl,,5.0,sugarcane,OK
115.79,115.79,QTL,ARR0006628,2026-08-08,MANDI024,Sugarcane,HD-2967,11579.0,Kilo,108.0,Ganna,OK
284.64,284.64,QTL,ARR0011025,2026-04-08,MANDI036,Wheat,Pusa-1121,284.64,qtl,7.0,WHEAT,OK
357.38,357.38,QTL,ARR0016601,2026-05-30,MANDI008,Mustard,Local,35738.0,kg,40.0,Sarson,OK
256.48,256.48,QTL,ARR0021544,2026-02-18,MANDI029,Rice,PBW-343,256.48 qtl,,55.0,Rice,OK
494.5,494.5,QTL,ARR0024567,2026-05-17,MANDI055,Sugarcane,Pusa-1121,494.5,Q,71.0,sugarcane,OK
28.99,28.99,QTL,ARR0019296,2026-03-22,MANDI036,Maize,Premium,28.99,quintal,138.0,corn,OK
27.05,27.05,QTL,ARR0017614,2026-04-24,MANDI005,Sugarcane,Hybrid,27.05 qtl,,22.0,Sugarcane,OK
293.41,293.41,QTL,ARR0001993,2026-03-24,MANDI041,Mustard,,29.341,MT,129.0,Sarso,OK
98.6,98.6,QTL,ARR0022834,2026-01-11,MANDI041,Sugarcane,HD-2967,9.86,tonnes,59.0,गन्ना,OK
441.14,441.14,QTL,ARR0003196,2026-01-01,MANDI008,Maize,Hybrid,441.14 qtl,,,Makka,OK
277.29,277.29,QTL,ARR0020963,2026-06-12,MANDI035,Maize,HD-2967,277.29,qtl,8.0,Makki,OK
395.54,395.54,QTL,,2026-05-02,MANDI001,Maize,,395.54 qtl,,129.0,corn,OK
336.88,336.88,QTL,,2026-01-22,MANDI043,Cotton,Premium,"33,688.0 KG",,92.0,cotton,OK
14.97,14.97,QTL,ARR0021897,2026-02-23,MANDI021,Cotton,Local,14.97,Quintals,140.0,Kapas,OK
241.5,241.5,QTL,ARR0000465,2026-08-25,MANDI055,Rice,Premium,24.15,Tonnes,7.0,Rice,OK
224.13,224.13,QTL,ARR0015438,2026-03-04,MANDI052,Cotton,Local,22.413,tonnes,12.0,cotton,OK
172.93,172.93,QTL,ARR0004370,2026-06-18,MANDI004,Wheat,HD-2967,17.293,MT,52.0,Wheat,OK
190.3,190.3,QTL,ARR0023505,2026-01-21,MANDI005,Sugarcane,HD-2967,19030.0,KGS,98.0,Ganne,OK
136.64,136.64,QTL,ARR0011214,2026-04-30,MANDI043,Sugarcane,Hybrid,136.64 qtl,,50.0,Ganne,OK
79.69,79.69,QTL,ARR0004238,2026-04-25,MANDI034,Cotton,Hybrid,7969.0,KG,49.0,cotton,OK
16.27,16.27,QTL,ARR0009240,2026-03-07,MANDI027,Sugarcane,Local,16.27 qtl,,77.0,sugarcane,OK
160.05,160.05,QTL,ARR0022212,2026-04-17,MANDI037,Maize,,"16,005.000000000002 KG",,40.0,मक्का,OK
349.42,349.42,QTL,ARR0012302,2026-01-18,MANDI037,Cotton,Pusa-1121,349.42,Q,84.0,cotton,OK
225.2,225.2,QTL,ARR0010649,2026-03-29,MANDI021,Sugarcane,Hybrid,225.2,Quintals,9.0,Sugarcane,OK
194.55,194.55,QTL,ARR0020381,2026-08-23,MANDI026,Cotton,HD-2967,194.55,Q,129.0,Narma,OK
471.9,471.9,QTL,ARR0015042,2026-04-22,MANDI049,Sugarcane,PBW-343,471.9,Q,89.0,Ganna,OK
416.59,416.59,QTL,ARR0024835,2026-02-04,MANDI023,Maize,Hybrid,41659.0,KGS,,Corn,OK
419.27,419.27,QTL,ARR0000795,2026-04-25,MANDI017,Rice,Local,41.927,MT,41.0,चावल,OK
22.03,22.03,QTL,ARR0024977,2026-02-01,MANDI040,Wheat,Local,22.03 qtl,,114.0,गेहूं,OK
151.34,151.34,QTL,ARR0006887,2026-02-06,MANDI028,Wheat,PBW-343,151.34 qtl,,127.0,GEHUN,OK
238.35,238.35,QTL,ARR0016859,2026-03-24,MANDI049,Rice,HD-2967,"23,835.0 KG",,58.0,Chawal,OK
93.75,93.75,QTL,ARR0010995,2026-03-20,MANDI038,Maize,Pusa-1121,93.75,Quintals,,corn,OK
91.1,91.1,QTL,ARR0001878,2026-06-24,MANDI038,Wheat,,"9,110.0 KG",,,Kanak,OK
210.79,210.79,QTL,ARR0013912,2026-01-26,MANDI037,Mustard,PBW-343,21079.0,KGS,56.0,Sarson,OK
119.22,119.22,QTL,ARR0017522,2026-02-14,MANDI011,Wheat,,119.22,Qtl,32.0,WHEAT,OK
238.19,238.19,QTL,ARR0006662,2026-09-06,MANDI055,Sugarcane,Premium,23.819,MT,19.0,गन्ना,OK
169.54000000000002,169.54000000000002,QTL,ARR0012696,2026-07-23,MANDI051,Sugarcane,PBW-343,16.954,Tonnes,112.0,गन्ना,OK
330.15,330.15,QTL,ARR0017067,2026-08-18,MANDI050,Wheat,Hybrid,330.15,qtl,105.0,wheat,OK
298.22,298.22,QTL,ARR0018619,2026-07-26,MANDI010,Maize,Premium,29822.000000000004,kg,,corn,OK
442.3,442.3,QTL,ARR0024312,2026-07-05,MANDI025,Cotton,Premium,44230.0,Kgs,29.0,Narma,OK
171.47,171.47,QTL,ARR0013702,2026-03-22,MANDI034,Cotton,Local,17147.0,Kilo,51.0,कपास,OK
206.33,206.33,QTL,ARR0003043,2026-05-24,MANDI027,Mustard,Premium,"20,633.0 KG",,115.0,Sarso,OK
443.33,443.33,QTL,ARR0023707,2026-08-09,MANDI050,Sugarcane,Premium,443.33,quintal,20.0,Ganna,OK
291.3,291.3,QTL,ARR0001044,2026-02-28,MANDI030,Maize,PBW-343,29.130000000000003,MT,79.0,मक्का,OK
172.46000000000004,172.46000000000004,QTL,ARR0013680,2026-07-26,MANDI054,Cotton,,17.246000000000002,T,21.0,Kapas,OK
268.71,268.71,QTL,ARR0009869,2026-01-05,MANDI051,Mustard,PBW-343,268.71,Quintals,40.0,Mustard,OK
268.54,268.54,QTL,ARR0023228,2026-04-09,MANDI015,Rice,Hybrid,26854.000000000004,Kilo,136.0,Dhaan,OK
268.76,268.76,QTL,ARR0013344,2026-01-13,MANDI050,Maize,Hybrid,26876.0,Kilo,113.0,Makka,OK
241.9,241.9,QTL,ARR0007387,2026-09-02,MANDI055,Cotton,Premium,241.9 qtl,,87.0,कपास,OK
56.8,56.8,QTL,ARR0017511,2026-01-06,MANDI014,Wheat,HD-2967,56.8,Q,,Gehun,OK
48.05,48.05,QTL,ARR0019860,2026-06-20,MANDI042,Mustard,Local,4.805,tonnes,112.0,Mustard,OK
453.02,453.02,QTL,ARR0001845,2026-03-06,MANDI032,Wheat,Premium,453.02 qtl,,13.0,Wheat,OK
270.18,270.18,QTL,ARR0004279,2026-03-03,MANDI034,Wheat,PBW-343,"27,018.0 KG",,50.0,WHEAT,OK
308.92,308.92,QTL,ARR0003836,2026-06-13,MANDI044,Wheat,,30892.0,Kgs,105.0,Wheat,OK
447.28,447.28,QTL,ARR0010073,2026-06-25,MANDI021,Wheat,,44728.0,Kilo,115.0,GEHUN,OK
112.64,112.64,QTL,ARR0003461,2026-01-01,MANDI005,Rice,Local,112.64,Quintals,,Paddy,OK
15.74,15.74,QTL,ARR0013723,2026-04-04,MANDI008,Sugarcane,PBW-343,1574.0,KGS,73.0,Ganna,OK
-340.89,-340.89,QTL,ARR0017203,2026-08-21,MANDI047,Rice,Pusa-1121,-340.89,Qtl,61.0,चावल,OK
455.62,455.62,QTL,ARR0005026,2026-01-17,MANDI044,Sugarcane,,"45,562.0 KG",,,Ganna,OK
180.54,180.54,QTL,ARR0011574,2026-05-27,MANDI035,Basmati,Local,18054.0,Kilo,,Basmati,OK
312.18,312.18,QTL,ARR0009594,2026-03-22,MANDI040,Cotton,Local,312.18,Quintals,13.0,Narma,OK
467.93,467.93,QTL,ARR0011554,2026-07-16,MANDI049,Maize,,46793.0,KGS,37.0,Makki,OK
163.0,163.0,QTL,ARR0007332,2026-03-14,MANDI020,Rice,HD-2967,16300.0,Kgs,25.0,चावल,OK
333.79,333.79,QTL,ARR0005272,2026-05-30,MANDI031,Sugarcane,PBW-343,333.79,qtl,62.0,Sugarcane,OK
255.23,255.23,QTL,ARR0000276,2026-07-03,MANDI039,Rice,Hybrid,"25,523.0 KG",,92.0,चावल,OK
416.44999999999993,416.44999999999993,QTL,ARR0017410,2026-07-05,MANDI031,Sugarcane,Premium,41.644999999999996,tonnes,88.0,sugarcane,OK
239.69,239.69,QTL,ARR0002693,2026-06-28,MANDI001,Wheat,Hybrid,23.969,Tonnes,,Wheat,OK
284.57,284.57,QTL,ARR0006323,2026-03-03,MANDI009,Wheat,Premium,28457.0,KG,56.0,Gehun,OK
436.9,436.9,QTL,ARR0006612,2026-07-21,MANDI031,Cotton,PBW-343,43.69,T,145.0,Cotton,OK
-3.6757,-3.6757,QTL,ARR0017240,2026-04-28,MANDI025,Maize,Hybrid,-367.57,KG,117.0,Makki,OK
102.29,102.29,QTL,ARR0003076,2026-01-22,MANDI045,Rice,Pusa-1121,102.29 qtl,,40.0,Rice,OK
411.1,411.1,QTL,ARR0013070,2026-08-25,MANDI037,Wheat,Local,41.11,T,98.0,गेहूं,OK
407.27,407.27,QTL,ARR0007900,2026-04-12,MANDI055,Wheat,HD-2967,40727.0,Kilo,10.0,WHEAT,OK
488.3,488.3,QTL,ARR0021498,2026-01-19,MANDI046,Maize,Pusa-1121,"48,830.0 KG",,,corn,OK
137.95,137.95,QTL,ARR0012830,2026-01-16,MANDI021,Wheat,Pusa-1121,137.95,qtl,83.0,Gehun,OK
134.89,134.89,QTL,ARR0018254,2026-07-28,MANDI039,Maize,Local,13488.999999999998,kg,61.0,Maize,OK
29.92,29.92,QTL,ARR0017431,2026-07-15,MANDI028,Rice,Hybrid,29.92,Quintals,88.0,Paddy,OK
60.7,60.7,QTL,ARR0008747,2026-08-17,MANDI043,Cotton,Hybrid,6.07,MT,127.0,Kapas,OK
40.63,40.63,QTL,ARR0024479,2026-03-16,MANDI037,Rice,Pusa-1121,4063.0000000000005,Kgs,,Paddy,OK
246.69,246.69,QTL,ARR0001887,2026-03-24,MANDI006,Cotton,PBW-343,24669.0,kg,51.0,Cotton,OK
292.77,292.77,QTL,ARR0008538,2026-06-02,MANDI032,Maize,HD-2967,"29,277.0 KG",,77.0,Corn,OK
68.46,68.46,QTL,ARR0006830,2026-03-31,MANDI047,Wheat,PBW-343,68.46,Qtl,68.0,wheat,OK
247.07,247.07,QTL,ARR0014987,2026-01-25,MANDI016,Mustard,Premium,"24,707.0 KG",,108.0,Sarson,OK
21.02,21.02,QTL,ARR0009537,2026-03-25,MANDI030,Wheat,Premium,"2,102.0 KG",,48.0,Gehun,OK
307.48,307.48,QTL,ARR0004177,2026-04-08,MANDI047,Maize,,"30,748.0 KG",,74.0,Makka,OK
234.8,234.8,QTL,ARR0002237,2026-05-22,MANDI056,Rice,Pusa-1121,234.8,Q,,चावल,OK
55.49,55.49,QTL,ARR0002854,2026-03-18,MANDI045,Wheat,PBW-343,5549.0,kg,65.0,Wheat,OK
87.87,87.87,QTL,ARR0007454,2026-02-06,MANDI035,Mustard,PBW-343,8787.0,Kgs,28.0,mustard,OK
152.0,152.0,QTL,ARR0020106,2026-03-02,MANDI042,Wheat,Local,152.0,Qtl,124.0,गेहूं,OK
243.49,243.49,QTL,ARR0018299,2026-04-14,MANDI051,Cotton,Hybrid,24349.0,KGS,6.0,कपास,OK
170.25,170.25,QTL,ARR0010347,2026-05-20,MANDI027,Cotton,PBW-343,17.025,Tonnes,50.0,Narma,OK
292.35,292.35,QTL,ARR0021780,2026-06-17,MANDI029,Maize,HD-2967,292.35 qtl,,73.0,मक्का,OK
489.79,489.79,QTL,ARR0009986,2026-05-09,MANDI011,Wheat,,489.79,Qtl,79.0,wheat,OK
269.46,269.46,QTL,ARR0009024,2026-07-24,MANDI044,Wheat,,26945.999999999996,Kgs,58.0,GEHUN,OK
373.53,373.53,QTL,ARR0016707,2026-01-20,MANDI016,Cotton,Local,"37,353.0 KG",,21.0,Cotton,OK
148.34,148.34,QTL,ARR0014723,2026-07-04,MANDI051,Sugarcane,PBW-343,148.34 qtl,,60.0,Ganna,OK
457.49,457.49,QTL,ARR0010237,2026-05-12,MANDI017,Wheat,,45749.0,Kgs,83.0,गेहूं,OK
179.75,179.75,QTL,ARR0015312,2026-03-17,MANDI028,Wheat,Local,179.75,quintal,77.0,wheat,OK
145.99,145.99,QTL,ARR0015421,2026-05-13,MANDI002,Sugarcane,Local,14599.0,Kgs,68.0,Ganna,OK
168.89,168.89,QTL,ARR0002454,2026-02-04,MANDI057,Maize,Pusa-1121,"16,889.0 KG",,,corn,OK
59.66,59.66,QTL,ARR0004315,2026-01-11,MANDI002,Cotton,HD-2967,59.66,quintal,32.0,कपास,OK
247.0,247.0,QTL,ARR0024296,2026-01-13,MANDI011,Sugarcane,HD-2967,247.0,Q,,गन्ना,OK
309.83,309.83,QTL,ARR0008077,2026-07-05,MANDI003,Wheat,Premium,30.982999999999997,MT,,GEHUN,OK
35.88,35.88,QTL,ARR0008553,2026-08-21,MANDI002,Sugarcane,Pusa-1121,3588.0000000000005,KGS,42.0,Sugarcane,OK
426.85,426.85,QTL,ARR0018229,2026-08-10,MANDI051,Mustard,Premium,426.85,Q,130.0,Mustard,OK
216.37,216.37,QTL,ARR0019242,2026-03-09,MANDI007,Wheat,Local,21.637,tonnes,15.0,WHEAT,OK
38.78,38.78,QTL,ARR0008482,2026-03-15,MANDI054,Cotton,HD-2967,3.878,Tonnes,125.0,Cotton,OK
166.74,166.74,QTL,ARR0019208,2026-07-21,MANDI047,Cotton,Local,166.74,Qtl,132.0,कपास,OK
348.01,348.01,QTL,ARR0014004,2026-03-02,MANDI057,Sugarcane,Premium,348.01,qtl,,sugarcane,OK
47.82,47.82,QTL,ARR0003516,2026-07-09,MANDI056,Sugarcane,Local,4782.0,kg,40.0,Ganne,OK
438.74,438.74,QTL,ARR0014300,2026-05-20,MANDI001,Maize,,43874.0,KG,51.0,Corn,OK
361.39,361.39,QTL,ARR0008586,2026-08-30,MANDI035,Wheat,Premium,36.138999999999996,MT,,Kanak,OK
71.85,71.85,QTL,ARR0000021,2026-08-30,MANDI047,Rice,,7.185,tonnes,84.0,Paddy,OK
383.07,383.07,QTL,ARR0013609,2026-02-01,MANDI033,Wheat,Premium,383.07,Qtl,74.0,wheat,OK
62.85,62.85,QTL,ARR0023042,2026-05-25,MANDI035,Cotton,Local,62.85 qtl,,38.0,cotton,OK
121.47,121.47,QTL,ARR0023935,2026-05-14,MANDI003,Rice,PBW-343,"12,147.0 KG",,45.0,चावल,OK
311.63,311.63,QTL,ARR0016934,2026-05-26,MANDI032,Cotton,,31.163,tonnes,69.0,Narma,OK
202.56,202.56,QTL,ARR0005387,2026-05-26,MANDI003,Wheat,HD-2967,20256.0,KG,147.0,Kanak,OK
330.78,330.78,QTL,ARR0018249,2026-06-20,MANDI036,Sugarcane,Local,330.78,quintal,143.0,Ganna,OK
-3.3408999999999995,-3.3408999999999995,QTL,ARR0020052,2026-04-10,MANDI052,Mustard,Hybrid,-334.09,KG,38.0,Mustard,OK
313.11,313.11,QTL,ARR0007724,2026-03-07,MANDI030,Sugarcane,Hybrid,313.11 qtl,,,Ganne,OK
169.57,169.57,QTL,ARR0011347,2026-04-15,MANDI054,Rice,PBW-343,169.57,Quintals,41.0,Chawal,OK
136.9,136.9,QTL,ARR0001873,2026-01-05,MANDI003,Sugarcane,Premium,13.690000000000001,MT,78.0,Ganne,OK
448.83,448.83,QTL,ARR0013691,2026-06-17,MANDI045,Maize,Local,44883.0,Kgs,141.0,Corn,OK
149.81,149.81,QTL,ARR0018119,2026-05-06,MANDI007,Sugarcane,HD-2967,149.81 qtl,,101.0,sugarcane,OK
29.729999999999997,29.729999999999997,QTL,ARR0005279,2026-02-03,MANDI006,Sugarcane,Hybrid,2.973,tonnes,127.0,Sugarcane,OK
63.38,63.38,QTL,ARR0022161,2026-06-30,MANDI049,Mustard,Local,6338.0,KG,106.0,mustard,OK
446.11,446.11,QTL,ARR0005134,2026-07-12,MANDI034,Rice,Local,44611.0,Kilo,105.0,Dhaan,OK
234.21,234.21,QTL,ARR0003056,2026-02-15,MANDI056,Sugarcane,,23421.0,Kilo,38.0,Sugarcane,OK
256.05,256.05,QTL,ARR0011301,2026-01-01,MANDI045,Wheat,Pusa-1121,256.05,Quintals,44.0,WHEAT,OK
382.53,382.53,QTL,ARR0000864,2026-01-30,MANDI051,Mustard,HD-2967,382.53,Quintals,,सरसों,OK
37.85,37.85,QTL,ARR0016222,2026-07-03,MANDI032,Maize,,37.85,Q,78.0,Makka,OK
70.48,70.48,QTL,ARR0000872,2026-04-20,MANDI043,Sugarcane,Hybrid,7048.0,KG,77.0,Ganna,OK
166.3,166.3,QTL,ARR0018523,2026-06-10,MANDI019,Cotton,HD-2967,166.3,Quintals,85.0,Cotton,OK
496.67,496.67,QTL,ARR0001509,2026-08-21,MANDI046,Maize,Pusa-1121,49667.0,Kilo,,Makka,OK
-330.95,-330.95,QTL,ARR0021089,2026-08-28,MANDI002,Sugarcane,Pusa-1121,-330.95,Qtl,124.0,Ganne,OK
88.78,88.78,QTL,ARR0019402,2026-01-22,MANDI015,Wheat,HD-2967,88.78 qtl,,108.0,Wheat,OK
356.29,356.29,QTL,ARR0018877,2026-01-25,MANDI001,Maize,HD-2967,356.29,Qtl,82.0,Makka,OK
374.54,374.54,QTL,ARR0019273,2026-04-05,MANDI019,Cotton,,37454.0,KG,39.0,Cotton,OK
193.06,193.06,QTL,ARR0020388,2026-01-14,MANDI013,Rice,PBW-343,19306.0,Kgs,121.0,Chawal,OK
429.73,429.73,QTL,ARR0012309,2026-08-17,MANDI007,Rice,Premium,429.73,Qtl,49.0,चावल,OK
67.67,67.67,QTL,ARR0004125,2026-01-27,MANDI021,Wheat,Local,6767.0,KGS,99.0,Gehun,OK
116.87,116.87,QTL,ARR0022569,2026-08-14,MANDI049,Cotton,Premium,"11,687.0 KG",,,कपास,OK
102.88,102.88,QTL,ARR0015007,2026-01-14,MANDI056,Maize,Premium,"10,288.0 KG",,,Makki,OK
19.47,19.47,QTL,ARR0012702,2026-09-02,MANDI031,Cotton,Premium,1.9469999999999998,MT,45.0,cotton,OK
104.65,104.65,QTL,ARR0002467,2026-06-23,MANDI047,Mustard,PBW-343,104.65,quintal,107.0,Mustard,OK
398.61,398.61,QTL,ARR0004217,2026-02-24,MANDI008,Mustard,Local,39861.0,Kgs,53.0,Mustard,OK
485.6,485.6,QTL,ARR0022571,2026-02-16,MANDI024,Basmati,HD-2967,485.6 qtl,,113.0,Basmati,OK
259.21,259.21,QTL,ARR0008878,2026-07-24,MANDI052,Cotton,HD-2967,"25,920.999999999996 KG",,32.0,cotton,OK
468.36,468.36,QTL,ARR0007104,2026-05-29,MANDI047,Mustard,PBW-343,46836.0,KGS,94.0,mustard,OK
-476.86,-476.86,QTL,ARR0005376,2026-04-12,MANDI050,Rice,PBW-343,-476.86,Qtl,149.0,चावल,OK
252.16,252.16,QTL,ARR0021176,2026-04-26,MANDI033,Cotton,PBW-343,25216.0,Kilo,98.0,Narma,OK
79.32,79.32,QTL,ARR0005614,2026-02-06,MANDI018,Maize,PBW-343,79.32,Q,38.0,corn,OK
92.08,92.08,QTL,ARR0010927,2026-09-08,MANDI022,Sugarcane,Local,9208.0,Kgs,117.0,Ganna,OK
477.32,477.32,QTL,ARR0017055,2026-03-20,MANDI027,Sugarcane,Local,47732.0,KG,69.0,Ganne,OK
118.82,118.82,QTL,ARR0008867,2026-06-21,MANDI033,Cotton,Hybrid,118.82,Qtl,101.0,Kapas,OK
122.86,122.86,QTL,ARR0001712,2026-04-30,MANDI041,Cotton,Pusa-1121,12286.0,kg,80.0,cotton,OK
444.55,444.55,QTL,ARR0012657,2026-01-12,MANDI057,Rice,HD-2967,44455.0,kg,91.0,Rice,OK
158.63,158.63,QTL,ARR0016327,2026-02-02,MANDI022,Mustard,HD-2967,158.63,quintal,34.0,mustard,OK
387.96,387.96,QTL,ARR0000913,2026-04-17,MANDI055,Rice,,387.96,Q,8.0,Chawal,OK
485.57,485.57,QTL,ARR0004790,2026-08-15,MANDI024,Mustard,Pusa-1121,"48,557.0 KG",,144.0,Sarson,OK
289.23,289.23,QTL,ARR0014413,2026-04-16,MANDI042,Rice,PBW-343,"28,923.0 KG",,8.0,Chawal,OK
73.01,73.01,QTL,ARR0015979,2026-04-27,MANDI005,Rice,PBW-343,7301.000000000001,Kgs,29.0,धान,OK
