trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,transit_hours_raw,transit_hours_clean,transit_time_source,distance_km
TRP005131,MANDI056,WH-Central,2026-08-11 00:00:00,2026-08-11 00:00:00,2.4,143.8,km,RJ-77-DF-9217,DRV689,2.4,2.4,reported,143.8
TRP000905,MANDI044,WH-West,2026-06-09 00:00:00,2026-06-10 04:53:00,13.0,,,DL-47-CD-8809,DRV825,13.0,13.0,reported,
TRP006444,MANDI039,WH-South,2026-06-24 07:53:53,2026-06-24 09:59:00,2.1,70.58774559999999,miles,,DRV971,2.1,2.1,reported,113.599682503904
TRP007051,MANDI018,WH-Central,2026-06-17 04:55:27,2026-06-18 03:07:27,22.2,560.6630533,miles,PB-33-DF-4274,DRV330,22.2,22.2,reported,902.297478197822
TRP001548,MANDI030,Export-Terminal,2026-01-25 13:59:59,,15.1,851.4,km,DL-10-CD-5776,DRV891,15.1,15.1,reported,851.4
TRP002081,MANDI027,WH-South,2026-07-26 23:29:46,2026-07-27 17:05:00,17.6,,,UP-13-DF-4068,DRV338,17.6,17.6,reported,
TRP006178,MANDI008,Export-Terminal,2026-07-02 17:59:00,2026-07-03 00:00:00,21.2,1237.3,km,PB-97-DF-6814,DRV490,21.2,21.2,reported,1237.3
TRP003986,MANDI036,Export-Terminal,2026-07-04 00:00:00,2026-07-04 19:24:12,14.0,833.4,km,UP-77-CD-1749,DRV679,14.0,14.0,reported,833.4
TRP006970,MANDI009,WH-Central,2026-01-01 18:34:14,2026-01-01 21:46:14,3.2 hrs,175.0,km,,DRV301,,3.2,computed,175.0
TRP008754,MANDI054,WH-South,2026-01-08 22:32:00,2026-01-09 13:38:00,15.1,850.9,km,HR-50-AB-6056,DRV829,15.1,15.1,reported,850.9
TRP006751,MANDI020,WH-North,2026-04-12 09:03:56,2026-04-12 17:27:56,8.4,418.0,km,DL-69-DF-4237,,8.4,8.4,reported,418.0
TRP007163,MANDI012,Export-Terminal,2026-05-24 08:10:33,2026-05-25 04:46:33,20.6,716.0058033,miles,HR-34-AB-3108,DRV111,20.6,20.6,reported,1152.296779482822
TRP008539,MANDI014,WH-South,2026-01-22 03:12:00,2026-01-22 19:00:25,,674.9,km,RJ-66-BC-8891,DRV754,,15.806944444444444,computed,674.9
TRP003821,MANDI005,WH-Central,2026-04-20 16:40:10,2026-04-21 09:04:10,16.4,814.8,km,DL-31-DF-7007,DRV860,16.4,16.4,reported,814.8
TRP002647,MANDI033,WH-Central,2026-05-05 00:02:00,,20.2,1133.1,km,UP-75-BC-2534,DRV410,20.2,20.2,reported,1133.1
TRP007301,MANDI031,WH-North,2026-08-27 03:21:00,2026-08-28 01:21:23,22.0,1245.4,km,UP-44-DF-1204,DRV321,22.0,22.0,reported,1245.4
TRP007794,MANDI004,WH-West,2026-05-02 16:32:00,2026-05-03 08:14:00,15.7,440.6141761,miles,UP-13-AB-6763,DRV527,15.7,15.7,reported,709.098018164774
TRP008472,MANDI057,WH-West,2026-06-12 19:40:06,2026-06-13 01:10:06,5.5,,,DL-18-CD-7788,DRV282,5.5,5.5,reported,
TRP007136,MANDI057,WH-Central,2026-06-24 19:56:16,2026-06-25 00:02:16,4.1,210.7,km,DL-23-DF-8126,DRV528,4.1,4.1,reported,210.7
TRP007626,MANDI036,WH-East,2026-01-08 00:44:20,2026-01-08 08:02:20,7.3 hrs,402.6,km,UP-59-BC-2698,DRV149,,7.3,computed,402.6
TRP004351,MANDI034,WH-East,2026-04-23 03:50:00,2026-04-23 07:44:11,3.9,204.2,km,UP-88-BC-5546,DRV936,3.9,3.9,reported,204.2
TRP006619,MANDI009,WH-Central,2026-08-06 06:13:15,2026-08-06 14:43:15,8.5,432.2,km,UP-75-DF-2943,,8.5,8.5,reported,432.2
TRP002156,MANDI034,WH-South,2026-08-15 22:06:00,,,961.6,km,HR-59-AB-4149,,,,invalid,961.6
TRP007318,MANDI043,WH-South,2026-08-21 23:47:32,2026-08-22 07:41:32,7.9,402.1,km,HR-49-AB-3651,DRV543,7.9,7.9,reported,402.1
TRP003716,MANDI017,WH-South,2026-04-10 21:56:23,2026-04-11 11:32:23,13.6,,,RJ-95-CD-8388,DRV251,13.6,13.6,reported,
TRP004058,MANDI017,WH-West,2026-03-26 07:15:00,2026-03-27 06:03:33,22.8,1139.3,km,UP-42-CD-3425,DRV823,22.8,22.8,reported,1139.3
TRP008638,MANDI033,WH-West,2026-03-20 22:06:40,,3.1,111.3496832,miles,RJ-67-DF-5857,DRV246,3.1,3.1,reported,179.199499161088
TRP006488,MANDI037,WH-South,2026-06-14 05:52:49,2026-06-14 09:10:49,3.3,,,,DRV770,3.3,3.3,reported,
TRP004868,MANDI016,WH-East,2026-05-28 04:38:07,2026-05-29 00:00:00,23.8,1067.0,km,PB-70-CD-2097,DRV918,23.8,23.8,reported,1067.0
TRP003103,MANDI017,WH-North,2026-01-28 13:54:00,2026-01-28 16:00:25,2.1,88.8,km,UP-32-AB-1366,,2.1,2.1,reported,88.8
TRP000559,MANDI051,WH-East,2026-01-28 17:54:24,2026-01-29 02:42:00,8.8,441.9,km,HR-12-BC-1428,DRV637,8.8,8.8,reported,441.9
TRP005035,MANDI046,WH-Central,2026-03-28 19:21:00,2026-03-28 23:09:44,,127.4431921,miles,UP-85-BC-3724,,,3.812222222222222,computed,205.099426774214
TRP004772,MANDI031,WH-South,2026-03-10 20:52:38,2026-03-11 10:22:00,13.5,697.4,km,,DRV946,13.5,13.5,reported,697.4
TRP001437,MANDI018,WH-West,2026-08-17 15:34:00,2026-08-18 08:46:00,17.2,967.5,km,PB-34-CD-9416,,17.2,17.2,reported,967.5
TRP000508,MANDI008,WH-South,2026-05-05 05:35:21,2026-05-05 15:17:00,9.7,506.4,km,RJ-89-BC-4553,DRV765,9.7,9.7,reported,506.4
TRP004473,MANDI026,WH-East,2026-07-08 12:45:45,2026-07-08 18:27:45,5.7,208.9670673,miles,UP-80-CD-2610,DRV589,5.7,5.7,reported,336.299060088582
TRP001870,MANDI039,WH-South,2026-06-15 22:52:04,2026-06-16 00:00:00,19.9,1034.0,km,UP-54-DF-2700,DRV318,19.9,19.9,reported,1034.0
TRP000756,MANDI010,WH-Central,2026-05-04 00:00:00,2026-05-05 02:32:14,20.2,,,RJ-60-AB-9116,DRV224,20.2,20.2,reported,
TRP005919,MANDI054,WH-West,2026-02-03 14:48:12,2026-02-03 22:24:00,-7.6,218.6604549,miles,HR-69-AB-8100,DRV758,-7.6,7.596666666666667,computed,351.899016488766
TRP004051,MANDI043,WH-Central,2026-08-20 01:34:00,2026-08-20 22:40:00,21.1,1155.2,km,PB-62-AB-3487,DRV419,21.1,21.1,reported,1155.2
TRP005742,MANDI036,WH-East,2026-02-01 11:47:27,2026-02-02 00:00:00,16.1,,,RJ-79-CD-9638,DRV291,16.1,16.1,reported,
TRP003837,MANDI028,WH-South,2026-01-11 20:58:00,2026-01-12 12:40:00,15.7,941.3,km,UP-68-DF-2047,DRV494,15.7,15.7,reported,941.3
TRP004387,MANDI001,WH-South,2026-08-24 11:40:12,2026-08-24 16:40:00,5.0,261.4,km,HR-64-DF-2957,DRV164,5.0,5.0,reported,261.4
TRP005717,MANDI039,Export-Terminal,2026-04-23 02:45:59,2026-04-23 21:15:59,18.5,1017.2,km,DL-11-BC-5137,DRV915,18.5,18.5,reported,1017.2
TRP002119,MANDI034,WH-East,2026-06-21 15:10:07,2026-06-22 09:40:07,18.5,755.8,km,,,18.5,18.5,reported,755.8
TRP006720,MANDI022,WH-North,2026-04-20 21:16:30,2026-04-20 23:28:30,-2.2,127.3,km,UP-25-CD-7038,DRV635,-2.2,2.2,computed,127.3
TRP007600,MANDI051,WH-Central,2026-01-02 10:35:47,2026-01-02 19:53:47,9.3,409.9,km,DL-25-BC-9471,,9.3,9.3,reported,409.9
TRP000502,MANDI006,WH-West,2026-08-13 07:10:16,2026-08-14 04:16:16,21.1,861.2,km,,DRV293,21.1,21.1,reported,861.2
TRP009780,MANDI004,WH-South,2026-08-17 00:00:00,2026-08-17 17:49:03,-4.2,147.8241609,miles,,DRV137,-4.2,17.8175,computed,237.899335102806
TRP006831,MANDI038,WH-East,2026-04-05 00:00:00,2026-04-05 16:38:30,-8.9,,,UP-29-BC-4520,DRV542,-8.9,16.641666666666666,computed,
TRP005970,MANDI017,WH-South,2026-09-07 22:05:44,2026-09-08 01:53:00,-3.8,,,DL-69-DF-6386,DRV270,-3.8,3.787777777777778,computed,
TRP001540,MANDI011,WH-West,2026-03-23 04:36:00,,8.0,,,DL-90-AB-2331,DRV240,8.0,8.0,reported,
TRP006691,MANDI026,WH-West,2026-04-19 19:10:00,2026-04-20 11:58:39,16.8,947.6,km,PB-92-CD-8474,DRV616,16.8,16.8,reported,947.6
TRP001212,MANDI004,WH-Central,2026-08-05 22:03:04,2026-08-06 18:21:00,20.3,725.0156828,miles,PB-56-CD-5369,DRV430,20.3,20.3,reported,1166.796738957352
TRP009488,MANDI036,WH-South,2026-09-08 15:51:07,2026-09-09 12:45:00,20.9,,,DL-93-CD-9793,DRV117,20.9,20.9,reported,
TRP000673,MANDI015,WH-Central,2026-01-16 00:00:00,2026-01-17 06:59:34,15.8,875.6,km,DL-74-CD-1719,DRV699,15.8,15.8,reported,875.6
TRP003378,MANDI019,WH-West,2026-03-01 14:06:27,2026-03-01 21:30:27,7.4,380.5,km,DL-19-DF-6787,DRV644,7.4,7.4,reported,380.5
TRP004477,MANDI048,WH-South,2026-01-17 15:47:53,2026-01-18 11:17:00,-19.5,947.0,km,RJ-86-DF-9771,,-19.5,19.485277777777775,computed,947.0
TRP009138,MANDI033,WH-North,2026-03-05 13:16:08,2026-03-06 01:40:08,12.4,605.9,km,DL-52-BC-4418,,12.4,12.4,reported,605.9
TRP001465,MANDI021,WH-Central,2026-08-09 09:16:17,2026-08-09 19:40:00,10.4,560.3,km,RJ-68-DF-3690,,10.4,10.4,reported,560.3
TRP009285,MANDI022,Export-Terminal,2026-04-09 00:50:36,2026-04-09 13:08:00,12.3,355.7348975,miles,DL-40-AB-4098,DRV459,12.3,12.3,reported,572.4983999426499
TRP001193,MANDI057,WH-North,2026-04-03 15:06:00,2026-04-04 04:36:09,13.5,605.3,km,PB-49-CD-4403,DRV833,13.5,13.5,reported,605.3
TRP008254,MANDI003,WH-East,2026-05-19 18:15:00,2026-05-20 17:51:53,23.6 hrs,965.1,km,DL-34-DF-7293,DRV383,,23.614722222222223,computed,965.1
TRP001873,MANDI011,WH-South,2026-03-21 09:56:12,2026-03-21 00:00:00,6.4,268.8,km,,DRV959,6.4,6.4,reported,268.8
TRP003591,MANDI006,Export-Terminal,2026-01-16 01:59:00,2026-01-16 08:17:00,6.3,231.3985604,miles,PB-91-DF-5495,DRV753,6.3,6.3,reported,372.398959194136
TRP007335,MANDI016,Export-Terminal,2026-05-21 01:49:36,2026-05-21 13:55:00,12.1,673.7,km,DL-31-CD-1711,DRV657,12.1,12.1,reported,673.7
TRP008417,MANDI032,WH-West,2026-08-27 19:33:01,2026-08-28 14:03:00,18.5,,,DL-27-CD-3342,DRV871,18.5,18.5,reported,
TRP000506,MANDI057,WH-South,2026-05-07 20:39:09,2026-05-08 11:57:09,15.3 hrs,907.8,km,UP-14-BC-1665,DRV973,,15.3,computed,907.8
TRP000244,MANDI029,WH-East,2026-05-29 11:43:40,2026-05-30 10:37:00,22.9,937.8,km,PB-70-DF-3365,DRV456,22.9,22.9,reported,937.8
TRP000507,MANDI045,WH-South,2026-07-04 16:48:16,2026-07-05 13:36:16,20.8,599.4366037000001,miles,DL-82-BC-4290,DRV357,20.8,20.8,reported,964.697303798558
TRP008525,MANDI048,WH-North,2026-01-07 05:42:00,,3.3,173.3,km,HR-98-BC-6927,DRV875,3.3,3.3,reported,173.3
TRP007307,MANDI030,Export-Terminal,2026-05-18 18:38:00,2026-05-19 13:56:09,19.3,946.3,km,UP-19-AB-6608,,19.3,19.3,reported,946.3
TRP008438,MANDI043,WH-West,2026-01-04 00:44:00,2026-01-04 05:26:00,4.7,208.5,km,DL-95-BC-2360,DRV148,4.7,4.7,reported,208.5
TRP005462,MANDI039,Export-Terminal,2026-05-11 18:25:00,2026-05-12 00:07:15,5.7,289.1,km,UP-50-CD-3242,DRV381,5.7,5.7,reported,289.1
TRP001774,MANDI039,Export-Terminal,2026-04-05 02:06:11,2026-04-05 06:36:11,4.5,234.1,km,,DRV742,4.5,4.5,reported,234.1
TRP006174,MANDI020,WH-North,2026-01-31 05:25:11,2026-01-31 18:37:11,13.2,630.1,km,DL-64-AB-8600,DRV875,13.2,13.2,reported,630.1
TRP005360,MANDI037,Export-Terminal,2026-08-09 23:53:06,2026-08-10 15:35:00,15.7,791.4,km,,DRV539,15.7,15.7,reported,791.4
TRP008515,MANDI040,WH-East,2026-07-25 00:26:41,2026-07-25 17:02:41,16.6,855.4,km,,DRV790,16.6,16.6,reported,855.4
TRP000798,MANDI044,WH-North,2026-01-15 12:09:00,2026-01-16 06:57:45,18.8 hrs,972.4,km,,,,18.8125,computed,972.4
TRP007755,MANDI005,WH-North,2026-07-03 05:32:54,2026-07-03 09:14:54,3.7,163.2,km,HR-27-AB-8012,DRV215,3.7,3.7,reported,163.2
TRP007697,MANDI037,WH-Central,2026-04-25 13:42:38,,4.7,125.3926678,miles,UP-50-CD-8205,DRV184,4.7,4.7,reported,201.799435997252
TRP002830,MANDI040,WH-Central,2026-03-02 01:53:30,2026-03-02 14:47:30,12.9,,,HR-46-DF-9278,DRV292,12.9,12.9,reported,
TRP009944,MANDI025,WH-South,2026-06-28 06:59:53,2026-06-28 09:11:00,2.2,95.4,km,RJ-18-DF-9180,DRV345,2.2,2.2,reported,95.4
TRP004634,MANDI011,WH-North,2026-06-15 18:10:48,2026-06-16 07:10:00,13.0,,,UP-97-CD-6405,,13.0,13.0,reported,
TRP000313,MANDI005,WH-West,2026-08-24 13:05:52,2026-08-25 11:59:52,22.9,1307.0,km,UP-33-DF-4719,DRV675,22.9,22.9,reported,1307.0
TRP000747,MANDI008,WH-Central,2026-07-22 02:46:00,2026-07-22 07:58:48,5.2,222.9,km,UP-66-BC-9475,DRV852,5.2,5.2,reported,222.9
TRP003570,MANDI043,WH-South,2026-05-03 06:17:00,2026-05-03 10:59:00,4.7,193.8,km,RJ-78-CD-4296,DRV781,4.7,4.7,reported,193.8
TRP000791,MANDI032,WH-Central,2026-08-07 19:26:00,2026-08-08 01:08:23,5.7,233.0,km,UP-49-AB-7695,DRV309,5.7,5.7,reported,233.0
TRP002477,MANDI004,WH-South,2026-06-14 19:12:51,,7.1,303.7,km,PB-51-DF-7135,DRV440,7.1,7.1,reported,303.7
TRP009699,MANDI013,WH-West,2026-08-05 07:15:46,2026-08-05 18:39:46,11.4,681.0,km,UP-73-AB-1753,DRV808,11.4,11.4,reported,681.0
TRP002571,MANDI037,WH-Central,2026-03-23 11:37:33,2026-03-24 07:19:33,19.7,1156.6,km,HR-12-DF-6187,DRV929,19.7,19.7,reported,1156.6
TRP007754,MANDI020,WH-West,2026-02-21 07:43:00,2026-02-21 19:43:41,12.0,314.8486857,miles,UP-54-DF-3863,DRV130,12.0,12.0,reported,506.698583844438
TRP006595,MANDI029,WH-North,2026-06-24 00:09:00,2026-06-24 06:45:29,6.6,372.0,km,,DRV687,6.6,6.6,reported,372.0
TRP004356,MANDI002,WH-South,2026-05-06 00:00:00,2026-05-06 13:16:34,5.6,,,HR-86-BC-6542,,5.6,5.6,reported,
TRP002164,MANDI009,WH-South,2026-04-30 13:28:53,,20.1,1129.2,km,UP-66-DF-4755,DRV470,20.1,20.1,reported,1129.2
TRP007173,MANDI049,Export-Terminal,2026-03-10 01:43:00,2026-03-10 13:19:34,11.6,381.0246972000001,miles,PB-84-BC-1429,DRV411,11.6,11.6,reported,613.1982861918482
TRP006912,MANDI020,WH-West,2026-05-17 21:11:00,,14.1,640.9,km,DL-36-CD-1344,,14.1,14.1,reported,640.9
TRP000381,MANDI035,Export-Terminal,2026-04-23 14:32:00,2026-04-24 03:38:00,13.1,605.6,km,DL-56-BC-5238,DRV440,13.1,13.1,reported,605.6
TRP006638,MANDI006,WH-South,2026-03-08 00:00:00,2026-03-09 18:58:19,23.2,1211.0,km,PB-36-BC-7864,DRV538,23.2,23.2,reported,1211.0
TRP001293,MANDI027,WH-North,2026-05-30 19:05:00,,-17.5,,,RJ-15-CD-1413,DRV628,-17.5,,invalid,
TRP001913,MANDI008,Export-Terminal,2026-08-28 00:34:00,2026-08-28 21:46:00,21.2,,,PB-18-BC-5513,DRV920,21.2,21.2,reported,
TRP000600,MANDI044,WH-South,2026-07-25 05:47:00,2026-07-25 08:23:00,2.6,110.5,km,DL-23-CD-5097,DRV402,2.6,2.6,reported,110.5
TRP003893,MANDI027,WH-West,2026-04-22 16:07:00,2026-04-23 10:55:22,18.8,949.9,km,,DRV624,18.8,18.8,reported,949.9
TRP004142,MANDI024,WH-West,2026-06-03 16:45:17,,18.6,542.7675685,miles,,DRV526,18.6,18.6,reported,873.49755868979
TRP001653,MANDI003,WH-East,2026-03-03 04:20:30,2026-03-04 04:02:30,23.7 hrs,1135.7,km,DL-73-DF-3459,DRV775,,23.7,computed,1135.7
TRP005712,MANDI005,WH-North,2026-05-16 05:55:00,2026-05-16 10:55:00,5.0,290.6,km,PB-50-CD-7426,DRV517,5.0,5.0,reported,290.6
TRP001894,MANDI054,WH-Central,2026-03-05 07:15:00,2026-03-05 10:45:50,3.5,180.8,km,RJ-56-AB-1126,DRV209,3.5,3.5,reported,180.8
TRP001945,MANDI031,Export-Terminal,2026-03-08 13:11:00,2026-03-09 11:11:20,22.0,1138.3,km,RJ-27-CD-8076,DRV250,22.0,22.0,reported,1138.3
TRP003396,MANDI022,WH-South,2026-02-06 09:15:08,2026-02-07 06:51:08,21.6,1167.6,km,HR-57-CD-4108,DRV892,21.6,21.6,reported,1167.6
TRP005980,MANDI057,WH-South,2026-08-05 02:01:57,2026-08-05 00:00:00,-10.2,537.3,km,HR-55-BC-6929,DRV831,-10.2,,invalid,537.3
TRP004363,MANDI009,WH-South,2026-06-27 11:54:04,2026-06-27 18:06:00,6.2,284.3,km,UP-37-AB-1319,DRV875,6.2,6.2,reported,284.3
TRP000376,MANDI009,WH-South,2026-07-24 10:21:47,2026-07-25 00:27:00,14.1,686.0,km,RJ-14-CD-9294,DRV532,14.1,14.1,reported,686.0
TRP001967,MANDI019,WH-South,2026-02-22 18:50:00,2026-02-23 16:32:56,,1282.7,km,UP-39-AB-5960,DRV308,,21.71555555555556,computed,1282.7
TRP003958,MANDI043,WH-Central,2026-04-10 13:30:54,2026-04-10 17:54:00,4.4,120.7945224,miles,HR-77-CD-3375,DRV871,4.4,4.4,reported,194.399456679216
TRP007766,MANDI055,WH-West,2026-01-21 11:36:30,2026-01-21 00:00:00,8.7,509.5,km,PB-90-AB-4699,DRV647,8.7,8.7,reported,509.5
TRP004424,MANDI023,Export-Terminal,2026-04-27 22:02:19,2026-04-28 19:50:19,21.8,958.3,km,DL-80-AB-8515,DRV942,21.8,21.8,reported,958.3
TRP004915,MANDI027,WH-West,2026-02-09 07:13:33,,15.1,841.4,km,UP-62-BC-6713,DRV117,15.1,15.1,reported,841.4
TRP007904,MANDI001,Export-Terminal,2026-06-13 00:00:00,2026-06-13 12:02:41,,357.4,km,,,,12.044722222222225,computed,357.4
TRP005782,MANDI028,WH-East,2026-09-02 10:23:00,2026-09-02 21:35:36,11.2,,,,DRV170,11.2,11.2,reported,
TRP001472,MANDI042,WH-Central,2026-04-21 00:00:00,,5.3,243.0,km,HR-43-BC-1824,DRV844,5.3,5.3,reported,243.0
TRP003347,MANDI056,WH-East,2026-05-08 18:56:33,2026-05-09 09:50:00,-14.9,,,DL-85-AB-8835,DRV414,-14.9,14.890833333333331,computed,
TRP004523,MANDI011,Export-Terminal,2026-06-25 13:06:23,2026-06-26 08:54:00,19.8,1111.5,km,HR-80-AB-3026,DRV679,19.8,19.8,reported,1111.5
TRP006825,MANDI008,WH-Central,2026-05-01 19:36:37,2026-05-02 17:42:00,22.1,917.0,km,PB-90-AB-9492,DRV816,22.1,22.1,reported,917.0
TRP002854,MANDI024,WH-North,2026-05-30 02:50:00,2026-05-30 16:02:02,13.2,632.7,km,UP-59-DF-1476,DRV473,13.2,13.2,reported,632.7
TRP004507,MANDI001,WH-East,2026-07-04 20:21:14,2026-07-05 09:03:14,12.7,555.2,km,HR-36-AB-7609,DRV268,12.7,12.7,reported,555.2
TRP009351,MANDI026,WH-North,2026-08-05 02:09:16,2026-08-05 04:09:16,2.0,111.9,km,,DRV759,2.0,2.0,reported,111.9
TRP007045,MANDI055,WH-West,2026-08-05 01:43:41,2026-08-05 21:49:00,20.1,739.3072158,miles,PB-54-CD-6193,DRV791,20.1,20.1,reported,1189.796674675572
TRP004063,MANDI035,Export-Terminal,2026-09-01 21:37:00,2026-09-02 10:19:02,12.7,658.7,km,UP-18-AB-9126,DRV930,12.7,12.7,reported,658.7
TRP005237,MANDI023,WH-Central,2026-03-11 08:29:37,2026-03-11 19:53:37,11.4,514.1,km,,,11.4,11.4,reported,514.1
TRP004307,MANDI027,Export-Terminal,2026-03-05 17:09:30,2026-03-06 14:03:00,20.9,742.7868934,miles,DL-83-CD-4363,DRV573,20.9,20.9,reported,1195.396659024356
TRP005326,MANDI056,WH-South,2026-07-22 16:19:00,2026-07-22 23:01:35,6.7,282.6,km,RJ-17-BC-1792,DRV117,6.7,6.7,reported,282.6
TRP007889,MANDI049,WH-South,2026-03-01 19:52:42,2026-03-02 18:40:00,22.8,947.2,km,DL-95-AB-2416,DRV839,22.8,22.8,reported,947.2
TRP005765,MANDI033,WH-West,2026-04-28 07:31:39,2026-04-29 06:49:39,,1272.2,km,RJ-38-AB-8122,DRV314,,23.3,computed,1272.2
TRP003991,MANDI048,WH-North,2026-06-29 16:41:46,2026-06-29 21:47:46,5.1,182.1859772,miles,HR-72-CD-1214,DRV249,5.1,5.1,reported,293.199180547048
TRP001050,MANDI040,Export-Terminal,2026-04-25 03:54:37,2026-04-25 19:06:37,15.2,678.3,km,RJ-11-AB-6117,DRV109,15.2,15.2,reported,678.3
TRP006734,MANDI027,WH-North,2026-04-26 06:03:29,2026-04-27 00:45:29,18.7,962.8,km,RJ-49-CD-3749,,18.7,18.7,reported,962.8
TRP005826,MANDI037,WH-East,2026-03-27 20:35:00,,5.6,322.0,km,DL-42-AB-1010,DRV264,5.6,5.6,reported,322.0
TRP008350,MANDI014,WH-North,2026-01-17 18:24:00,2026-01-18 00:54:00,6.5,203.0640428,miles,RJ-19-AB-8931,DRV533,6.5,6.5,reported,326.79908663975203
TRP002036,MANDI053,WH-South,2026-08-17 02:18:00,2026-08-17 06:00:12,3.7,177.1,km,UP-17-AB-3935,DRV470,3.7,3.7,reported,177.1
TRP004040,MANDI027,WH-South,2026-07-19 00:00:00,2026-07-19 22:16:00,12.7,422.9051026,miles,HR-45-CD-4684,,12.7,12.7,reported,680.598097818284
TRP005720,MANDI056,WH-East,2026-05-29 12:32:00,2026-05-30 05:08:32,16.6,810.3,km,UP-10-CD-3922,DRV164,16.6,16.6,reported,810.3
TRP009728,MANDI002,WH-West,2026-07-25 05:28:02,2026-07-25 19:40:02,14.2,763.6,km,UP-94-BC-7303,DRV828,14.2,14.2,reported,763.6
TRP001973,MANDI033,WH-South,2026-08-27 07:12:08,2026-08-28 00:12:00,17.0,938.2,km,HR-10-BC-5930,DRV338,17.0,17.0,reported,938.2
TRP002100,MANDI043,WH-Central,2026-05-28 21:14:00,2026-05-29 07:50:04,10.6,373.6925194,miles,PB-15-AB-3746,DRV826,10.6,10.6,reported,601.398319171196
TRP001500,MANDI039,WH-North,2026-05-21 16:29:25,2026-05-22 06:17:00,13.8,744.7,km,DL-69-AB-2556,DRV757,13.8,13.8,reported,744.7
TRP007582,MANDI026,WH-West,2026-08-19 20:36:52,2026-08-20 04:48:52,8.2,207.8485995,miles,HR-83-CD-5464,DRV532,8.2,8.2,reported,334.49906511933
TRP000653,MANDI002,Export-Terminal,2026-06-05 03:30:59,2026-06-06 03:06:59,23.6,1376.1,km,HR-85-AB-8127,DRV295,23.6,23.6,reported,1376.1
TRP000171,MANDI039,WH-South,2026-05-02 13:12:12,2026-05-02 18:18:00,5.1,260.3,km,DL-89-CD-4843,DRV239,5.1,5.1,reported,260.3
TRP004086,MANDI022,WH-North,2026-05-03 17:34:00,2026-05-04 16:40:13,23.1,1257.4,km,,,23.1,23.1,reported,1257.4
TRP000243,MANDI002,Export-Terminal,2026-02-25 23:36:54,2026-02-26 17:24:00,17.8,811.0,km,UP-57-DF-1601,DRV229,17.8,17.8,reported,811.0
TRP006227,MANDI026,WH-North,2026-02-17 19:26:15,2026-02-18 00:44:15,,,,RJ-24-DF-7465,DRV836,,5.3,computed,
TRP004372,MANDI028,WH-Central,2026-08-23 20:17:41,2026-08-24 11:17:00,15.0,761.7,km,DL-81-DF-6301,DRV988,15.0,15.0,reported,761.7
TRP007593,MANDI009,WH-East,2026-03-31 20:00:00,2026-04-01 02:48:00,6.8,,,RJ-60-AB-3281,DRV807,6.8,6.8,reported,
TRP002757,MANDI050,WH-East,2026-07-29 12:48:00,2026-07-30 01:00:02,-12.2,719.7,km,,DRV974,-12.2,12.200555555555557,computed,719.7
TRP007502,MANDI046,WH-South,2026-08-21 14:34:00,2026-08-22 06:52:43,16.3,577.8128929,miles,RJ-77-CD-6731,DRV650,16.3,16.3,reported,929.897401059686
TRP005946,MANDI045,WH-North,2026-07-06 11:22:26,2026-07-06 17:28:26,6.1,306.9,km,HR-28-AB-8321,DRV600,6.1,6.1,reported,306.9
TRP002077,MANDI042,WH-South,2026-06-09 14:59:03,2026-06-09 19:35:03,4.6,268.7,km,DL-66-DF-5199,DRV851,4.6,4.6,reported,268.7
TRP004104,MANDI032,WH-North,2026-07-27 13:44:00,2026-07-28 04:38:00,14.9,694.2,km,DL-70-DF-2263,,14.9,14.9,reported,694.2
TRP009942,MANDI048,WH-Central,2026-06-15 15:37:44,2026-06-15 20:31:00,4.9,129.245168,miles,RJ-57-DF-5157,DRV107,4.9,4.9,reported,207.99941866912
TRP006828,MANDI041,WH-South,2026-06-29 01:04:00,2026-06-29 00:00:00,4.9,234.2,km,UP-72-CD-2348,DRV743,4.9,4.9,reported,234.2
TRP005295,MANDI030,Export-Terminal,2026-04-20 11:32:06,2026-04-21 10:08:00,22.6,662.8785828,miles,DL-54-DF-2084,,22.6,22.6,reported,1066.797018443352
TRP007226,MANDI009,WH-North,2026-07-18 08:42:15,2026-07-19 02:54:00,,773.7,km,,DRV213,,18.195833333333333,computed,773.7
TRP005574,MANDI037,WH-Central,2026-03-17 14:05:00,2026-03-17 00:00:00,6.8,233.3869476,miles,RJ-44-AB-9127,DRV796,6.8,6.8,reported,375.598950250584
TRP006385,MANDI006,WH-South,2026-05-29 00:00:00,2026-05-30 08:09:18,19.3,1074.3,km,RJ-81-BC-3389,DRV144,19.3,19.3,reported,1074.3
TRP007795,MANDI042,Export-Terminal,2026-01-19 09:57:00,2026-01-19 16:45:00,-6.8,288.3,km,,DRV879,-6.8,6.8,computed,288.3
TRP009747,MANDI052,Export-Terminal,2026-06-15 05:33:00,2026-06-16 03:39:07,22.1,1137.9,km,RJ-77-AB-7079,DRV856,22.1,22.1,reported,1137.9
TRP005172,MANDI042,WH-Central,2026-01-30 06:11:19,2026-01-30 15:11:19,9.0,506.3,km,,DRV385,9.0,9.0,reported,506.3
TRP005844,MANDI031,Export-Terminal,2026-08-05 00:41:00,2026-08-06 00:05:00,-23.4,1184.2,km,,,-23.4,23.4,computed,1184.2
